"USER_ID","Predictions"
2592,"Republican"
2597,"Democrat"
2609,"Democrat"
2613,"Democrat"
2620,"Democrat"
2621,"Democrat"
2624,"Democrat"
2627,"Republican"
2635,"Democrat"
2640,"Republican"
2641,"Republican"
2644,"Democrat"
2649,"Republican"
2650,"Democrat"
2652,"Democrat"
2654,"Republican"
2663,"Republican"
2666,"Republican"
2671,"Republican"
2672,"Republican"
2678,"Democrat"
2687,"Democrat"
2689,"Democrat"
2694,"Democrat"
2696,"Republican"
2698,"Republican"
2704,"Democrat"
2711,"Republican"
2720,"Democrat"
2721,"Democrat"
2722,"Republican"
2723,"Democrat"
2724,"Republican"
2726,"Republican"
2729,"Democrat"
2731,"Republican"
2737,"Democrat"
2739,"Republican"
2744,"Republican"
2747,"Democrat"
2750,"Republican"
2755,"Republican"
2756,"Democrat"
2763,"Democrat"
2764,"Democrat"
2765,"Democrat"
2773,"Republican"
2779,"Republican"
2780,"Democrat"
2785,"Democrat"
2786,"Democrat"
2792,"Democrat"
2793,"Republican"
2795,"Democrat"
2798,"Republican"
2811,"Republican"
2829,"Democrat"
2830,"Democrat"
2833,"Democrat"
2837,"Democrat"
2840,"Republican"
2844,"Democrat"
2851,"Democrat"
2852,"Democrat"
2853,"Democrat"
2854,"Democrat"
2857,"Republican"
2858,"Republican"
2859,"Republican"
2888,"Republican"
2890,"Democrat"
2891,"Republican"
2900,"Democrat"
2901,"Democrat"
2902,"Republican"
2920,"Republican"
2926,"Republican"
2928,"Democrat"
2932,"Republican"
2934,"Republican"
2937,"Democrat"
2940,"Democrat"
2942,"Republican"
2943,"Democrat"
2949,"Democrat"
2956,"Republican"
2957,"Democrat"
2962,"Republican"
2968,"Democrat"
2972,"Democrat"
2975,"Democrat"
2977,"Republican"
2987,"Democrat"
2995,"Republican"
2996,"Democrat"
2997,"Republican"
2999,"Republican"
3002,"Republican"
3004,"Democrat"
3009,"Republican"
3010,"Democrat"
3019,"Republican"
3025,"Democrat"
3028,"Democrat"
3032,"Republican"
3036,"Democrat"
3051,"Republican"
3052,"Democrat"
3055,"Republican"
3056,"Democrat"
3059,"Republican"
3063,"Democrat"
3065,"Democrat"
3068,"Republican"
3072,"Democrat"
3081,"Democrat"
3083,"Democrat"
3085,"Democrat"
3086,"Republican"
3088,"Democrat"
3089,"Democrat"
3092,"Democrat"
3095,"Republican"
3097,"Republican"
3099,"Democrat"
3103,"Republican"
3109,"Democrat"
3112,"Democrat"
3113,"Republican"
3116,"Democrat"
3118,"Democrat"
3122,"Republican"
3123,"Democrat"
3125,"Republican"
3130,"Democrat"
3133,"Republican"
3135,"Democrat"
3140,"Democrat"
3141,"Republican"
3143,"Democrat"
3147,"Democrat"
3148,"Republican"
3149,"Republican"
3155,"Democrat"
3160,"Democrat"
3163,"Republican"
3165,"Republican"
3169,"Republican"
3173,"Democrat"
3177,"Democrat"
3178,"Republican"
3179,"Republican"
3180,"Republican"
3182,"Democrat"
3185,"Democrat"
3191,"Republican"
3193,"Democrat"
3194,"Democrat"
3195,"Republican"
3196,"Republican"
3200,"Democrat"
3206,"Democrat"
3207,"Republican"
3210,"Democrat"
3211,"Democrat"
3218,"Republican"
3219,"Republican"
3220,"Democrat"
3222,"Republican"
3224,"Democrat"
3231,"Republican"
3234,"Republican"
3242,"Republican"
3247,"Democrat"
3252,"Republican"
3261,"Republican"
3266,"Democrat"
3270,"Republican"
3275,"Democrat"
3281,"Democrat"
3285,"Republican"
3286,"Democrat"
3288,"Democrat"
3289,"Democrat"
3291,"Democrat"
3297,"Democrat"
3305,"Democrat"
3318,"Republican"
3319,"Democrat"
3325,"Democrat"
3329,"Republican"
3330,"Democrat"
3331,"Republican"
3333,"Democrat"
3336,"Republican"
3337,"Republican"
3340,"Republican"
3345,"Democrat"
3348,"Republican"
3356,"Democrat"
3366,"Democrat"
3370,"Democrat"
3375,"Democrat"
3389,"Democrat"
3397,"Democrat"
3398,"Republican"
3400,"Democrat"
3405,"Democrat"
3406,"Republican"
3411,"Republican"
3417,"Democrat"
3422,"Republican"
3430,"Republican"
3432,"Republican"
3434,"Republican"
3435,"Republican"
3439,"Democrat"
3444,"Republican"
3447,"Democrat"
3448,"Democrat"
3461,"Democrat"
3462,"Democrat"
3463,"Democrat"
3479,"Republican"
3482,"Democrat"
3493,"Republican"
3494,"Democrat"
3499,"Democrat"
3500,"Republican"
3502,"Democrat"
3503,"Democrat"
3512,"Republican"
3514,"Democrat"
3518,"Republican"
3529,"Republican"
3531,"Democrat"
3541,"Democrat"
3555,"Republican"
3556,"Republican"
3558,"Democrat"
3561,"Democrat"
3566,"Democrat"
3570,"Democrat"
3571,"Republican"
3575,"Democrat"
3591,"Democrat"
3592,"Republican"
3593,"Democrat"
3599,"Democrat"
3601,"Democrat"
3603,"Democrat"
3608,"Democrat"
3611,"Democrat"
3619,"Democrat"
3622,"Republican"
3629,"Republican"
3638,"Democrat"
3643,"Republican"
3648,"Democrat"
3649,"Democrat"
3660,"Democrat"
3667,"Democrat"
3670,"Republican"
3677,"Democrat"
3680,"Democrat"
3682,"Democrat"
3694,"Democrat"
3696,"Republican"
3697,"Democrat"
3701,"Republican"
3709,"Republican"
3721,"Democrat"
3723,"Republican"
3729,"Republican"
3731,"Democrat"
3732,"Democrat"
3736,"Democrat"
3739,"Democrat"
3743,"Democrat"
3747,"Republican"
3755,"Republican"
3758,"Democrat"
3766,"Democrat"
3767,"Democrat"
3773,"Democrat"
3774,"Democrat"
3775,"Democrat"
3778,"Democrat"
3779,"Republican"
3780,"Democrat"
3786,"Democrat"
3787,"Democrat"
3792,"Democrat"
3793,"Republican"
3795,"Democrat"
3798,"Democrat"
3804,"Republican"
3823,"Democrat"
3835,"Republican"
3837,"Republican"
3838,"Republican"
3847,"Democrat"
3858,"Republican"
3860,"Democrat"
3864,"Democrat"
3866,"Democrat"
3867,"Republican"
3868,"Democrat"
3873,"Republican"
3878,"Democrat"
3883,"Democrat"
3893,"Democrat"
3894,"Democrat"
3897,"Democrat"
3903,"Republican"
3906,"Democrat"
3909,"Democrat"
3919,"Democrat"
3921,"Democrat"
3922,"Democrat"
3925,"Democrat"
3926,"Democrat"
3928,"Democrat"
3929,"Democrat"
3931,"Republican"
3935,"Republican"
3940,"Democrat"
3946,"Republican"
3950,"Democrat"
3952,"Democrat"
3955,"Republican"
3956,"Republican"
3957,"Democrat"
3958,"Republican"
3959,"Democrat"
3961,"Democrat"
3965,"Democrat"
3966,"Democrat"
3967,"Republican"
3970,"Republican"
3980,"Democrat"
3988,"Democrat"
3989,"Republican"
3990,"Republican"
3991,"Republican"
3999,"Democrat"
4001,"Republican"
4003,"Republican"
4004,"Democrat"
4007,"Democrat"
4008,"Democrat"
4009,"Republican"
4020,"Democrat"
4027,"Democrat"
4038,"Republican"
4043,"Republican"
4047,"Democrat"
4048,"Democrat"
4050,"Democrat"
4059,"Democrat"
4063,"Republican"
4067,"Democrat"
4073,"Republican"
4075,"Republican"
4076,"Democrat"
4091,"Democrat"
4092,"Republican"
4103,"Republican"
4112,"Democrat"
4119,"Republican"
4131,"Democrat"
4134,"Democrat"
4138,"Republican"
4141,"Republican"
4142,"Democrat"
4144,"Democrat"
4147,"Democrat"
4151,"Republican"
4153,"Democrat"
4158,"Republican"
4159,"Democrat"
4160,"Democrat"
4162,"Democrat"
4166,"Democrat"
4171,"Republican"
4172,"Democrat"
4174,"Republican"
4179,"Democrat"
4183,"Republican"
4192,"Republican"
4200,"Republican"
4211,"Democrat"
4212,"Republican"
4213,"Democrat"
4217,"Democrat"
4220,"Republican"
4223,"Democrat"
4225,"Republican"
4227,"Republican"
4233,"Democrat"
4237,"Republican"
4240,"Democrat"
4242,"Republican"
4248,"Democrat"
4252,"Democrat"
4257,"Republican"
4258,"Democrat"
4260,"Democrat"
4263,"Democrat"
4265,"Democrat"
4272,"Democrat"
4276,"Republican"
4284,"Democrat"
4286,"Democrat"
4291,"Republican"
4292,"Democrat"
4295,"Republican"
4297,"Democrat"
4304,"Democrat"
4310,"Democrat"
4311,"Republican"
4313,"Republican"
4330,"Democrat"
4339,"Republican"
4340,"Republican"
4342,"Democrat"
4345,"Democrat"
4352,"Democrat"
4369,"Democrat"
4372,"Democrat"
4376,"Republican"
4378,"Republican"
4381,"Republican"
4382,"Republican"
4386,"Democrat"
4392,"Republican"
4396,"Democrat"
4399,"Democrat"
4402,"Republican"
4408,"Democrat"
4420,"Republican"
4431,"Republican"
4438,"Democrat"
4439,"Democrat"
4449,"Democrat"
4450,"Democrat"
4453,"Democrat"
4456,"Republican"
4459,"Democrat"
4461,"Republican"
4466,"Democrat"
4468,"Republican"
4472,"Democrat"
4473,"Republican"
4477,"Democrat"
4480,"Republican"
4482,"Democrat"
4483,"Republican"
4487,"Democrat"
4496,"Democrat"
4508,"Democrat"
4519,"Republican"
4524,"Democrat"
4525,"Democrat"
4529,"Democrat"
4531,"Republican"
4534,"Republican"
4538,"Republican"
4539,"Republican"
4550,"Republican"
4552,"Democrat"
4554,"Democrat"
4555,"Republican"
4574,"Democrat"
4579,"Republican"
4588,"Democrat"
4590,"Democrat"
4593,"Republican"
4594,"Democrat"
4602,"Democrat"
4603,"Democrat"
4618,"Democrat"
4620,"Republican"
4624,"Democrat"
4632,"Republican"
4638,"Democrat"
4641,"Republican"
4647,"Democrat"
4658,"Republican"
4665,"Republican"
4673,"Republican"
4674,"Democrat"
4675,"Republican"
4678,"Democrat"
4679,"Republican"
4688,"Republican"
4689,"Democrat"
4692,"Democrat"
4701,"Republican"
4708,"Republican"
4712,"Democrat"
4714,"Democrat"
4715,"Democrat"
4726,"Republican"
4727,"Republican"
4732,"Democrat"
4734,"Democrat"
4737,"Democrat"
4750,"Republican"
4752,"Republican"
4758,"Democrat"
4759,"Democrat"
4764,"Republican"
4776,"Republican"
4781,"Republican"
4782,"Democrat"
4787,"Republican"
4789,"Republican"
4792,"Republican"
4795,"Democrat"
4796,"Democrat"
4798,"Republican"
4799,"Republican"
4803,"Democrat"
4807,"Republican"
4808,"Democrat"
4813,"Democrat"
4817,"Democrat"
4822,"Democrat"
4824,"Republican"
4832,"Republican"
4841,"Republican"
4845,"Democrat"
4852,"Democrat"
4853,"Democrat"
4856,"Republican"
4857,"Republican"
4858,"Democrat"
4861,"Democrat"
4863,"Republican"
4872,"Democrat"
4874,"Democrat"
4876,"Republican"
4883,"Democrat"
4885,"Republican"
4890,"Democrat"
4892,"Democrat"
4896,"Democrat"
4900,"Democrat"
4907,"Democrat"
4908,"Democrat"
4911,"Republican"
4936,"Democrat"
4940,"Republican"
4941,"Republican"
4943,"Democrat"
4944,"Democrat"
4946,"Democrat"
4947,"Republican"
4952,"Republican"
4956,"Republican"
4957,"Republican"
4958,"Democrat"
4964,"Democrat"
4968,"Democrat"
4974,"Democrat"
4975,"Republican"
4976,"Republican"
4978,"Republican"
4983,"Republican"
4990,"Republican"
4994,"Democrat"
5001,"Republican"
5004,"Democrat"
5012,"Republican"
5013,"Republican"
5016,"Republican"
5018,"Democrat"
5019,"Republican"
5020,"Democrat"
5022,"Republican"
5025,"Democrat"
5029,"Democrat"
5033,"Republican"
5035,"Republican"
5037,"Democrat"
5041,"Democrat"
5045,"Democrat"
5049,"Democrat"
5050,"Democrat"
5055,"Republican"
5064,"Democrat"
5078,"Democrat"
5082,"Democrat"
5086,"Democrat"
5092,"Democrat"
5095,"Republican"
5101,"Republican"
5103,"Republican"
5111,"Republican"
5115,"Republican"
5123,"Republican"
5135,"Democrat"
5138,"Republican"
5142,"Republican"
5145,"Democrat"
5147,"Democrat"
5160,"Republican"
5165,"Democrat"
5166,"Democrat"
5171,"Republican"
5173,"Republican"
5174,"Democrat"
5185,"Republican"
5198,"Republican"
5213,"Democrat"
5229,"Democrat"
5236,"Democrat"
5241,"Democrat"
5242,"Democrat"
5251,"Democrat"
5252,"Republican"
5264,"Republican"
5271,"Republican"
5274,"Republican"
5275,"Democrat"
5277,"Republican"
5278,"Republican"
5285,"Republican"
5287,"Republican"
5291,"Democrat"
5293,"Republican"
5299,"Democrat"
5300,"Republican"
5304,"Republican"
5307,"Democrat"
5308,"Democrat"
5309,"Democrat"
5310,"Republican"
5315,"Republican"
5317,"Democrat"
5336,"Republican"
5338,"Republican"
5345,"Democrat"
5348,"Democrat"
5350,"Democrat"
5357,"Democrat"
5367,"Democrat"
5370,"Republican"
5374,"Democrat"
5376,"Republican"
5377,"Democrat"
5382,"Democrat"
5393,"Republican"
5394,"Republican"
5398,"Republican"
5409,"Republican"
5411,"Democrat"
5413,"Democrat"
5420,"Democrat"
5428,"Democrat"
5431,"Democrat"
5436,"Democrat"
5437,"Democrat"
5444,"Democrat"
5446,"Republican"
5449,"Republican"
5450,"Democrat"
5455,"Democrat"
5456,"Democrat"
5457,"Republican"
5462,"Democrat"
5465,"Republican"
5467,"Democrat"
5469,"Republican"
5470,"Democrat"
5471,"Democrat"
5474,"Republican"
5480,"Democrat"
5484,"Democrat"
5486,"Democrat"
5502,"Republican"
5506,"Democrat"
5507,"Democrat"
5517,"Republican"
5526,"Democrat"
5527,"Democrat"
5529,"Democrat"
5531,"Democrat"
5536,"Democrat"
5552,"Democrat"
5554,"Democrat"
5561,"Democrat"
5566,"Democrat"
5567,"Democrat"
5570,"Democrat"
5572,"Democrat"
5575,"Democrat"
5578,"Republican"
5579,"Democrat"
5582,"Democrat"
5583,"Democrat"
5595,"Republican"
5597,"Democrat"
5602,"Republican"
5610,"Republican"
5612,"Republican"
5614,"Democrat"
5615,"Democrat"
5620,"Democrat"
5627,"Republican"
5631,"Republican"
5638,"Democrat"
5639,"Democrat"
5644,"Republican"
5650,"Republican"
5657,"Republican"
5665,"Democrat"
5666,"Democrat"
5667,"Democrat"
5668,"Democrat"
5670,"Republican"
5673,"Democrat"
5678,"Democrat"
5680,"Democrat"
5681,"Republican"
5682,"Republican"
5683,"Republican"
5688,"Republican"
5693,"Democrat"
5694,"Democrat"
5700,"Democrat"
5704,"Republican"
5705,"Democrat"
5711,"Republican"
5720,"Democrat"
5721,"Democrat"
5722,"Democrat"
5728,"Republican"
5735,"Democrat"
5738,"Democrat"
5749,"Republican"
5754,"Democrat"
5758,"Republican"
5762,"Democrat"
5769,"Democrat"
5775,"Republican"
5782,"Democrat"
5784,"Republican"
5785,"Democrat"
5786,"Democrat"
5787,"Republican"
5792,"Republican"
5793,"Republican"
5794,"Republican"
5796,"Democrat"
5799,"Democrat"
5800,"Democrat"
5801,"Democrat"
5804,"Republican"
